Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
15/07/2014,"LACKEN MILL HOUSE, BALLINAGH, CO. CAVAN",,Cavan,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"Portaliffe, Killeshandra",,Cavan,"€81,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2014,"KILSALLAGH, BAWNBOY, CAVAN",,Cavan,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2014,"16 BROOKVILLE, MULLAGH, CAVAN",,Cavan,"€128,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2014,"5 KILLYFINLA HEIGHTS, BALLYJAMESDUFF, CAVAN",,Cavan,"€123,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2014,"6 ST JAMES COURT, CABRA, KINGSCOURT",,Cavan,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2014,"Apt 31, Cluain Aoibhinn Court, Swellan Lower",,Cavan,"€30,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/07/2014,"1 MOODOGUE LANE, BALLYJAMESDUFF",,Cavan,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2014,"Apartment 22 Cluain Aoibhinn Court, Swellan Lower, Cavan",,Cavan,"€29,074.88",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
18/07/2014,"FINEA GARDA STATION, KILGOLAGH, FINEA",,Cavan,"€56,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2014,"40 Fairgeen Park, Mullagh",,Cavan,"€37,500.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
21/07/2014,"THOMASCOURT, CORLURGAN, CAVAN",,Cavan,"€191,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2014,"37 CASTLEMANOR, DRUMALEE, CAVAN",,Cavan,"€35,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
22/07/2014,"Gortin, Tullyvin, Cootehill",,Cavan,"€86,819.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/07/2014,"Apartment 5, Cluain Aoibhinn Court, Swellan",,Cavan,"€33,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2014,"50 Fairgreen Park, Mullagh",,Cavan,"€39,647.57",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/07/2014,"Apartment 1, Cluain Aoibhinn Court, Cavan",,Cavan,"€28,194.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/07/2014,"Lishenry, Ballyjamesduff",,Cavan,"€191,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
24/07/2014,"SHANCORN, BELTURBET, CAVAN",,Cavan,"€137,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2014,"17 ERNERIVER LODGE, BELTURBET, CAVAN",,Cavan,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2014,"Apt 6 Sli McNean, Blacklion",,Cavan,"€20,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/07/2014,"KILNAVARA, CAVAN, CO CAVAN",,Cavan,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2014,"34  Glen Alainn, Mullagh",,Cavan,"€50,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/07/2014,"37 ASHBROOKE MANOR, MOYNEHALL, CAVAN",,Cavan,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2014,"76 The Drumlins, Virginia",,Cavan,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2014,"ANNAHARNEGG, KILLINKERE, CAVAN",,Cavan,"€187,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2014,"12 CLUAIN MULLACH, MULLAGH, CO. CAVAN",,Cavan,"€27,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2014,"Apartment No. 2 Canal Bank Walk, Castleforde, Ballyconnell",,Cavan,"€39,648.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/07/2014,"MARAHILL, CROSSDONEY, CAVAN",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2014,"24 ASHBROOKE GROVE, BALLINAGH RD, CAVAN",,Cavan,"€139,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2014,"42 Deerpark Manor, Virginia",,Cavan,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2014,"CORDUFF, BALLINAGH",,Cavan,"€117,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/07/2014,"KELLS ROAD, KINGSCOURT, CO. CAVAN",,Cavan,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2014,"MOYNEHALL, CAVAN, COUNTY CAVAN",,Cavan,"€40,500.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2014,"1 SWIFTBROOK GLEN, VIRGINIA, CAVAN",,Cavan,"€182,500.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2014,"5 Ard Ratha, snugborough, Ballyconnell",,Cavan,"€70,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
31/07/2014,"5 Corronagh Forrest Park, Virginia",,Cavan,"€82,500.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2014,"CORRATUBBER, COOTEHILL RD, CAVAN",,Cavan,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2014,"DERRYCRAMPH, CAVAN",,Cavan,"€250,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
01/08/2014,"11 THE ELMS, SWELLAN LR, CAVAN",,Cavan,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2014,"23 MARIAN PARK, BELTURBET, CO CAVAN",,Cavan,"€34,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2014,"26 OAK GROVE, KINGSCOURT, CAVAN",,Cavan,"€92,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2014,"3 Sean Scoile, Kilcogy",,Cavan,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2014,"31 An Tor Aonarch, Rocks Road, Kingscourt",,Cavan,"€90,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/08/2014,"5 ABHAINN DUBH, MULLAGH, CO CAVAN",,Cavan,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2014,"51 DRUM CARRAIG, DRUMALEE, CAVAN",,Cavan,"€87,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/08/2014,"42 Ashforde, Castleforde, Ballyconnell",,Cavan,"€100,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
05/08/2014,"OLD AGHALANE BRIDGE, BELTURBET, CO CAVAN",,Cavan,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/08/2014,"2 MARKET STREET, COOTEHILL, CO CAVAN",,Cavan,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/08/2014,"42 PAIRC AN DUIN, SWELLAN, CAVAN",,Cavan,"€80,500.00",No,No,Second-Hand Dwelling house /Apartment,
07/08/2014,"3 ASHGROVE, DRUMALEE, CAVAN",,Cavan,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/08/2014,"33 Riverrun, Belturbet",,Cavan,"€44,053.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/08/2014,"2 CORLURGAN COURT, VIRGINIA RD, BAILIEBOROUGH",,Cavan,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2014,"SWELLAN LOWER, CAVAN, CO. CAVAN",,Cavan,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2014,"SWELLAN LOWER, CAVAN, CO. CAVAN",,Cavan,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2014,"12 ERNE COURT, ERNE HILL, BELTURBET",,Cavan,"€38,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2014,"BURREN, DOOGARRY",,Cavan,"€22,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2014,"Cranadillon, Virginia",,Cavan,"€97,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2014,"Derrycramph, Swellan",,Cavan,"€118,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/08/2014,"Kilbride, Mountnugent",,Cavan,"€149,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2014,"KILCLOUGHA, MAUDABAWN, COOTEHILL",,Cavan,"€49,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2014,"13 CASTLEMANOR, DRUMALEE, CAVAN",,Cavan,"€38,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
13/08/2014,"18 DEANERY BANKS, BELTURBET, CAVAN",,Cavan,"€99,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2014,"BEXCOURT, BAILIEBOROUGH, CO CAVAN",,Cavan,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2014,"CLIFFEN, KILLINKERE, CO CAVAN",,Cavan,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2014,"deerpark, virginia",,Cavan,"€100,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/08/2014,"Dublin Road, Virginia",,Cavan,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2014,"2 CASTLEMANOR RETIREMENT VILLAGE, BILLIS, CAVAN",,Cavan,"€38,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2014,"Apartment 4, The Lakelands, Dublin Road",,Cavan,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2014,"Apt No. 2  Block No. 3, Cluain Aoibhinn Court, Swellan Lower",,Cavan,"€27,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/08/2014,"KILSARAN HOUSE, LOUGH DUFF, CAVAN",,Cavan,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2014,"21 YEW PARK, VIRGINIA, CAVAN",,Cavan,"€142,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2014,"22 BELERNE RIVER VILLAGE, BELTURBET, CAVAN",,Cavan,"€42,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2014,"22 THE BEECHES, DRUMGOLA WOOD, LATT",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2014,"TULLYVIN GARDA STATION, AGHATOTAN, TULLYVIN",,Cavan,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2014,"LISMORE LODGE, CROSSDONEY, CO CAVAN",,Cavan,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2014,"Sheevin, Cootehill Road, Cavan",,Cavan,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2014,"THE COTTAGE, EGRAMUSH, BUTLERS BRIDGE",,Cavan,"€32,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2014,"15 SWIFTBROOK GLEN, VIRGINIA, CAVAN",,Cavan,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2014,"Drumcrin, Kingscourt",,Cavan,"€100,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
20/08/2014,"Cavan Road, Virginia",,Cavan,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2014,"CORBEAGH, COOTEHILL, CASTLEBLAYNEY",,Cavan,"€84,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2014,"Drummully East, Killeshandra",,Cavan,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2014,"112 COLLEGE STREET, CAVAN TOWN, CAVAN",,Cavan,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2014,"BAKERSBRIDGE, ASHGROVE, MILLTOWN",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2014,"CORGREAGH, POLES, CO. CAVAN",,Cavan,"€42,900.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/08/2014,"KNOCKNAGILLA, NEW INNS, BALLYJAMESDUFF",,Cavan,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2014,"90 Ardkeen, Cavan",,Cavan,"€42,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2014,"CORNAKILL, KINGSCOURT, CO CAVAN",,Cavan,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2014,"URAGH, SWANLINBAR, CO. CAVAN",,Cavan,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2014,"29 Ashgrove, Ballinagh, Cavan",,Cavan,"€65,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
27/08/2014,"29 Lismeen Hills, Virginia Road, Ballyjamesduff",,Cavan,"€32,870.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
27/08/2014,"7 (Postal Address 6) Sli MacNean, Main Street, Blacklion",,Cavan,"€30,000.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/08/2014,"9 (Postal Address 4) Sli MacNean, Main Street, Blacklion",,Cavan,"€24,981.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/08/2014,"15 KILCONNY ST, BELTURBET, CAVAN",,Cavan,"€32,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2014,"37 Bramble Rise, Killynebber, Co. Cavan",,Cavan,"€61,675.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/08/2014,"46 KILNAVARA HEIGHTS, CAVAN, CO CAVAN",,Cavan,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2014,"5 STAGHALL BALLYAMANNON, BELTURBET, CO CAVAN",,Cavan,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2014,"Apartment 35 Cluain Aoibhinn Court, Swellan Lower, Cavan",,Cavan,"€30,837.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
28/08/2014,"POLLEREAGH, MOUNTNUGENT, CO CAVAN",,Cavan,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2014,"Stramaquerty, Virginia",,Cavan,"€120,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
29/08/2014,"103 THE DRUMLINS, VIRGINIA",,Cavan,"€148,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
29/08/2014,"2 BRAMBLE RISE, KILLYNEBBER, CAVAN",,Cavan,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2014,"30 ARDLO MANOR, MULLAGH, CAVAN",,Cavan,"€73,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
29/08/2014,"4 DRUMRANE GROVE, DRUNG, CAVAN",,Cavan,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2014,"49 Riverrun, Belturbet",,Cavan,"€70,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
29/08/2014,"5 CONNELLY STREET, CAVAN, CO CAVAN",,Cavan,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2014,"APT 1 BLOCK 1, WOODFORD MEADOWS, BALLYCONNELL",,Cavan,"€49,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2014,"6 KEMPTON COURT, CAVAN TOWN, CAVAN",,Cavan,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2014,"9 KEMPTON COURT, DRUMALEE, CAVAN",,Cavan,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2014,"Apartment 6 Block 1 Canal Bank Walk, Castelford, Ballyconnell",,Cavan,"€45,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
01/09/2014,"The Paddock, Farnham, Cavan",,Cavan,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2014,"139 THE DRUMLINS, VIRGINIA, CAVAN",,Cavan,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2014,"CARNIN, BALLYJAMESDUFF, CAVAN",,Cavan,"€58,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2014,"12 ST MICHAELS CLOSE, STATION RD, COOTEHILL",,Cavan,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2014,"2 JOHN PAUL AVE, CAVAN, CAVAN",,Cavan,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2014,"3 DEERPARK PLACE, VIRGINIA",,Cavan,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2014,"3 THE PADDOCKS, BUTLERSBRIDGE, CAVAN",,Cavan,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2014,"Apartment 36, Cluain Aoibhinn Court, Swellan Lower",,Cavan,"€29,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/09/2014,"CORBEAGH, COOTEHILL, CAVAN",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2014,"GRANARD ST, BALLYJAMESDUFF, CAVAN",,Cavan,"€42,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2014,"No 32 Riverrun, Belturbet",,Cavan,"€60,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
04/09/2014,"16 CUL LANA, KILNALECK, CAVAN",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2014,"Apartment 29 Cluain Aoibhinn Court, Swellan Lower, Cavan",,Cavan,"€29,074.88",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
05/09/2014,"22 MAPLE AVENUE, THE GALLOPS, LATT",,Cavan,"€70,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/09/2014,"28 TWINOAKS, BAILIEBOROUGH, CAVAN",,Cavan,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2014,"Carrickacreeney, Shercock",,Cavan,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2014,"GARRYMORE, BALLINAGH, CAVAN",,Cavan,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2014,"Garrysallagh, Mountnugent",,Cavan,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2014,"LISSOWEN, DRUMRORAGH, CROSSERLOUGH",,Cavan,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2014,"10 KEMPTOM COURT, DRUMALEE, CAVAN",,Cavan,"€22,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2014,"50 CARRICKFERN, CO CAVAN",,Cavan,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2014,"7 RIVER RUNN, LOUGH DOOHEY, BELTURBETT",,Cavan,"€87,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2014,"CORGLASS, CRUBANY, CAVAN",,Cavan,"€112,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2014,"Crossreagh, Virginia",,Cavan,"€153,970.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
11/09/2014,"39 RATHDRUM, DRUMALEE, CO CAVAN",,Cavan,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2014,"5 The Lakelands, Virginia",,Cavan,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2014,"Apartment 3 Abbeyway, Milltown, Belturbet",,Cavan,"€46,696.03",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
12/09/2014,"DUNHEEDA, KINGSCOURT, CO CAVAN",,Cavan,"€44,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2014,"FAIRGREEN, BELTURBET, CO. CAVAN",,Cavan,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2014,"2 GRIFFITH PARK, COOTEHILL, CAVAN",,Cavan,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2014,"Apartment 11, Block Number 3, Cluain Aoibhinn Ct  Swellan",,Cavan,"€28,545.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
16/09/2014,"CLONDARGAN, STRADONE, CO CAVAN",,Cavan,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2014,"13 CLUAIN MULLACH, MULLAGH, CAVAN",,Cavan,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2014,"6 DERRYOAK, BALLYCONNELL, CAVAN",,Cavan,"€118,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2014,"Ballydurrow, Virginia",,Cavan,"€100,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
17/09/2014,"TANDERAGEE, BAILIEBOROUGH, CAVAN",,Cavan,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2014,"6 Bruce Hill Manor, Arva",,Cavan,"€55,360.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
18/09/2014,"RACLAGHY, MOUNTNUGENT, CO CAVAN",,Cavan,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2014,"13 STONEBRIDGE COURT, RAILWAY RD, CAVAN",,Cavan,"€30,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2014,"APARTMENT 4, BLOCK 5, WOODFORD MEADOWS",,Cavan,"€34,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2014,"SUNRISE, MOYNEHALL, CAVAN",,Cavan,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2014,"Ballaghaneagh, Virginia",,Cavan,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2014,"DRUMHEEL, BALLINAGH, CAVAN",,Cavan,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2014,"DUBLIN RD, VIRGINIA, CAVAN",,Cavan,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2014,"11 BOTHAR BUI, BALLYCONNELL, CAVAN",,Cavan,"€57,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2014,"186 THE DRUMLINS, VIRGINIA",,Cavan,"€104,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
24/09/2014,"1 DRUMAHURK, BUTLERSBRIDGE, CAVAN",,Cavan,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2014,"RAHARDRUM, VIRGINIA, CAVAN",,Cavan,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2014,"6 CLUINE DARA, BALLBOURGH RD, KINGSCOURT",,Cavan,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2014,"SKERRIG, COOTEHILL, CAVAN",,Cavan,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/09/2014,"14 CLOVERHILL, BAILIEBOROUGH, CAVAN",,Cavan,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/09/2014,"187 The Drumlins, Virginia",,Cavan,"€96,827.74",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/09/2014,"CORMEY LODGE, CORMEY, KINGSCOURT",,Cavan,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2014,"16 GLEN ALAINN, KELLS ROAD, MULLAGH",,Cavan,"€75,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2014,"1A Ard Dun, Kells Road, Kingscourt",,Cavan,"€106,250.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
29/09/2014,"20 castleford, ballyconnell",,Cavan,"€103,083.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/09/2014,"CARRICK NA GROW, BLACKLINE, CO CAVAN",,Cavan,"€15,314.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2014,"THE SQUARE, TOWNSPARK, BALLYHAISE",,Cavan,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2014,"1 CLUAIN AOIBHINN, SWELLAN, CAVAN",,Cavan,"€94,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2014,"27 PERCY FRENCH PLACE, BALLYJAMESDUFF, CO CAVAN",,Cavan,"€72,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2014,"9 CASTLEMANOR RETIREMENT VILLAGE, BILLIS, CAVAN",,Cavan,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2014,"RYEFIELD, VIRGINIA, CAVAN",,Cavan,"€143,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2014,"THE GATES, MULLAGH, MULLAGHLAND",,Cavan,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2014,"APT 32, CLUAIN AOIBHINN COURT, SWELLAN",,Cavan,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2014,"GREAGHARUE, BALIEBOROUGH",,Cavan,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2014,"41 LISMEEN HILLS, VIRGINIA RD, BALLYJAMESDUFF",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2014,"8 LOUGH SILLIAN LODGE, SHERCOCK, CO CAVAN",,Cavan,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
